brand,product,name,specific,lightness,hex,lightToDark,numbers,id
Koh Gen Do,Aqua Foundation,cool,13,0.8019607843,#E3C6B6,TRUE,13,61
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,warm ivory,13,0.8058823529,#E8CAB3,TRUE,13,39
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,cool praline,13C,0.4607843137,#A36548,TRUE,13,40
Laura Mercier,Smooth Finish Foundation Powder,NA,13,0.6333333333,#C49A7F,TRUE,13,41
LORAC,PRO Soft Focus Longwear Foundation,NA,13,0.6176470588,#C89173,TRUE,13,42
Makeup Revolution,Conceal & Hydrate Foundation,NA,F13,0.4,#9A5B32,TRUE,13,44
Makeup Revolution,Fast Base Stick Foundation,NA,F13,0.4254901961,#A06839,TRUE,13,45
PAT McGRATH LABS,Sublime Perfection Foundation,light medium,13,0.7960784314,#F2C5A4,TRUE,13,48
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,pink porcelaine,13,0.6980392157,#D3AA91,TRUE,13,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,NA,13P,0.7156862745,#E3AF8A,TRUE,13,67
SEPHORA COLLECTION,Clean Glowing Skin Foundation,NA,13,0.7078431373,#DCA98D,TRUE,13,50
SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,walnut,13,0.6078431373,#CA846C,TRUE,13,51
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,taffeta,13,0.5470588235,#B37864,TRUE,13,52
surratt beauty,Surreal Skin Foundation Wand,NA,13,0.4549019608,#A66942,TRUE,13,53
Tarte,Travel Size Babassu Foundcealer Skincare Foundation Broad Spectrum SPF 20,fair neutral,13N,0.8019607843,#EBC8AE,TRUE,13,84
TOM FORD,Traceless Foundation Stick,espresso,13,0.3058823529,#5A4642,TRUE,13,6
TOM FORD,Traceless Soft Matte Foundation,espresso,13,0.3529411765,#75503F,TRUE,13,7
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F13.2,0.3843137255,#815843,TRUE,13.2,5
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,13.25,0.4568627451,#A87041,TRUE,13.25,54
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,13.5,0.4274509804,#9B603F,TRUE,13.5,54
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,13.5,0.468627451,#9D5E52,TRUE,13.5,22
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F13.5,0.4745098039,#B7633B,TRUE,13.5,5
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F13.7,0.3490196078,#705242,TRUE,13.7,5
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,14,0.431372549,#956247,TRUE,14,54
bareMinerals,BAREPRO Longwear Powder Foundation ,silk,14,0.7254901961,#E3C08F,TRUE,14,13
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,silk,14,0.7137254902,#EFAA7D,TRUE,14,14
bareMinerals,BAREPRO Performance Wear Powder Foundation,silk,14,0.7137254902,#EFAA7D,TRUE,14,15
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,silk,14,0.6725490196,#D1AF86,TRUE,14,16
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,golden medium,14,0.6215686275,#CEA56F,TRUE,14,26
bareMinerals,Matte Foundation Broad Spectrum SPF 15,golden medium,14,0.6941176471,#E9B179,TRUE,14,27
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,golden medium,14,0.6215686275,#CEA56F,TRUE,14,28
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,golden medium,14,0.6941176471,#E9B179,TRUE,14,29
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,golden medium,14,0.7098039216,#ECB87E,TRUE,14,30
Dior,Diorskin Forever Undercover Foundation,fair almond,14,0.8196078431,#EEC3B4,TRUE,14,69
ILIA,Super Serum Skin Tint SPF 40 Foundation,dominica,14,0.5725490196,#C48160,TRUE,14,33
jane iredale,Beyond Matte Liquid Foundation,NA,M14,0.4235294118,#995F3F,TRUE,14,34
Juice Beauty,PHYTO-PIGMENTS Flawless Serum Foundation,sand,14,0.7764705882,#E8C1A4,TRUE,14,71
KEVYN AUCOIN,Foundation Balm,deep ef,14,0.5215686275,#B78153,TRUE,14,35
KEVYN AUCOIN,The Etherealist Foundation,deep ef,14,0.4784313725,#A07454,TRUE,14,37
Laura Mercier,Smooth Finish Foundation Powder,NA,14,0.5980392157,#D4915D,TRUE,14,41
LORAC,PRO Soft Focus Longwear Foundation,NA,14,0.5666666667,#C3995E,TRUE,14,42
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F14,0.4882352941,#B86441,TRUE,14,5
Makeup Revolution,Conceal & Hydrate Foundation,NA,F14,0.3843137255,#88533C,TRUE,14,44
PAT McGRATH LABS,Sublime Perfection Foundation,light medium,14,0.6960784314,#DDAE86,TRUE,14,48
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,light delicate beige,14,0.7098039216,#DDAF8D,TRUE,14,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,NA,14P,0.6843137255,#DBA982,TRUE,14,67
SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,teak,14,0.5019607843,#AC6554,TRUE,14,51
SEPHORA COLLECTION,Matte Perfection Powder Foundation,neutral linen,14,0.7333333333,#D6B4A0,TRUE,14,62
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,chenille,14,0.5333333333,#AB7165,TRUE,14,52
surratt beauty,Surreal Skin Foundation Wand,NA,14,0.4254901961,#A06039,TRUE,14,53
Makeup Revolution,Conceal & Glow Foundation,NA,F14.2,0.3156862745,#894A18,TRUE,14.2,43
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,NA,P14.5,0.6705882353,#E4A272,TRUE,14.5,10
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F14.7,0.3745098039,#81533E,TRUE,14.7,5
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,15,0.7039215686,#E0B087,TRUE,15,55
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,15,0.3196078431,#714232,TRUE,15,54
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,15,0.3843137255,#7E5046,TRUE,15,22
bareMinerals,BAREPRO Longwear Powder Foundation ,sandalwood,15,0.7137254902,#EFB87D,TRUE,15,13
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,sandalwood,15,0.6509803922,#DC9C70,TRUE,15,14
bareMinerals,BAREPRO Performance Wear Powder Foundation,sandalwood,15,0.6509803922,#DC9C70,TRUE,15,15
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,sandalwood,15,0.6666666667,#D0A984,TRUE,15,16
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,neutral medium,15,0.4941176471,#A38059,TRUE,15,26
bareMinerals,Matte Foundation Broad Spectrum SPF 15,neutral medium,15,0.6764705882,#E3A676,TRUE,15,27
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,neutral medium,15,0.637254902,#CD9C78,TRUE,15,28
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,neutral medium,15,0.6764705882,#E3A676,TRUE,15,29
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,neutral medium,15,0.6921568627,#E0AE81,TRUE,15,30
Bite Beauty,Changemaker Supercharged Micellar Foundation,NA,L15,0.8274509804,#F5C5B1,TRUE,15,75
ColourPop,Pretty Fresh Foundation,fair,15W,0.8156862745,#E7D0B9,TRUE,15,63
Dior,Diorskin Forever Undercover Foundation,tender beige,15,0.8764705882,#FED9C1,TRUE,15,69
ILIA,Super Serum Skin Tint SPF 40 Foundation,porto covo,15,0.468627451,#A66F49,TRUE,15,33
jane iredale,Beyond Matte Liquid Foundation,NA,M15,0.4235294118,#99543F,TRUE,15,34
Juice Beauty,PHYTO-PIGMENTS Flawless Serum Foundation,rosy sand,15,0.5960784314,#C78D69,TRUE,15,71
KEVYN AUCOIN,Foundation Balm,deep ef,15,0.4960784314,#A67757,TRUE,15,35
KEVYN AUCOIN,The Etherealist Foundation,deep ef,15,0.4843137255,#9D725A,TRUE,15,37
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,blonde pecan,015N,0.7666666667,#E0C5A7,TRUE,15,40
Laura Mercier,Smooth Finish Foundation Powder,NA,15,0.5549019608,#C68355,TRUE,15,41
LORAC,PRO Soft Focus Longwear Foundation,NA,15,0.5529411765,#C48E56,TRUE,15,42
Pacifica,Alight Clean Foundation,warm tan,15WT,0.5725490196,#CF9355,FALSE,15,47
PAT McGRATH LABS,Sublime Perfection Foundation,medium,15,0.631372549,#C9A079,TRUE,15,48
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,peach cream,15,0.6882352941,#CDA792,TRUE,15,66
SEPHORA COLLECTION,Clean Glowing Skin Foundation,NA,15,0.662745098,#D3A27F,TRUE,15,50
SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,mahogany,15,0.4823529412,#9D6559,TRUE,15,51
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,suede,15,0.4725490196,#916860,TRUE,15,52
SEPHORA COLLECTION,MicroSmooth Baked Powder Foundation,nude,15,0.737254902,#D9B69F,TRUE,15,72
surratt beauty,Surreal Skin Foundation Wand,NA,15,0.3784313725,#885739,TRUE,15,53
bareMinerals,BAREPRO Longwear Powder Foundation ,butterscotch,15.5,0.731372549,#E4B691,TRUE,15.5,13
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,butterscotch,15.5,0.6784313725,#DFA97B,TRUE,15.5,14
bareMinerals,BAREPRO Performance Wear Powder Foundation,butterscotch,15.5,0.6784313725,#DFA97B,TRUE,15.5,15
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,butterscotch,15.5,0.7666666667,#E8C29F,TRUE,15.5,16
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,intense porcelain,15.5,0.7352941176,#D6B1A1,TRUE,15.5,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,NA,15.5N,0.7156862745,#E1B38C,TRUE,15.5,67
bareMinerals,BAREPRO Longwear Powder Foundation ,sandstone,16,0.762745098,#F4C591,TRUE,16,13
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,sandstone,16,0.6784313725,#E4A176,TRUE,16,14
bareMinerals,BAREPRO Performance Wear Powder Foundation,sandstone,16,0.6784313725,#E4A176,TRUE,16,15
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,sandstone,16,0.6490196078,#D1AE7A,TRUE,16,16
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,golden nude,16,0.4764705882,#A66D4D,TRUE,16,26
bareMinerals,Matte Foundation Broad Spectrum SPF 15,golden nude,16,0.7058823529,#ECAD7C,TRUE,16,27
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,golden nude,16,0.4764705882,#A66D4D,TRUE,16,28
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,golden nude,16,0.7058823529,#ECAD7C,TRUE,16,29
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,golden nude,16,0.6647058824,#DBA678,TRUE,16,30
ILIA,Super Serum Skin Tint SPF 40 Foundation,pavones,16,0.4803921569,#A16554,TRUE,16,33
jane iredale,Beyond Matte Liquid Foundation,NA,M16,0.4117647059,#905742,TRUE,16,34
Juice Beauty,PHYTO-PIGMENTS Flawless Serum Foundation,natural tan,16,0.6411764706,#C9957E,TRUE,16,71
KEVYN AUCOIN,Foundation Balm,deep ef,16,0.4607843137,#967055,TRUE,16,35
KEVYN AUCOIN,The Etherealist Foundation,deep ef,16,0.4450980392,#8F6454,TRUE,16,37
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,real suede,16C,0.4411764706,#7E6963,TRUE,16,40
Laura Mercier,Smooth Finish Foundation Powder,NA,16,0.5568627451,#C98153,TRUE,16,41
LORAC,PRO Soft Focus Longwear Foundation,NA,16,0.5725490196,#C38D61,TRUE,16,42
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F16,0.4470588235,#AA533A,TRUE,16,5
Pacifica,Alight Clean Foundation,neutral tan,16NT,0.5352941176,#C98E48,FALSE,16,47
PAT McGRATH LABS,Sublime Perfection Foundation,medium,16,0.6490196078,#D3A878,TRUE,16,48
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,light linen,16,0.6745098039,#D5A683,TRUE,16,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,NA,16Y,0.7235294118,#E7BD8A,TRUE,16,67
SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,ebony,16,0.4941176471,#996B63,TRUE,16,51
SEPHORA COLLECTION,Matte Perfection Powder Foundation,cool linen,16,0.7254901961,#D3B09F,TRUE,16,62
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,velvet,16,0.4588235294,#886262,TRUE,16,52
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F16.5,0.2666666667,#683320,TRUE,16.5,5
bareMinerals,BAREPRO Longwear Powder Foundation ,fawn,17,0.6980392157,#CEA896,TRUE,17,13
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,fawn,17,0.6294117647,#C3957E,TRUE,17,14
bareMinerals,BAREPRO Performance Wear Powder Foundation,fawn,17,0.6294117647,#C3957E,TRUE,17,15
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,fawn,17,0.7137254902,#D2AD9A,TRUE,17,16
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,tan nude,17,0.4666666667,#9F794F,TRUE,17,26
bareMinerals,Matte Foundation Broad Spectrum SPF 15,tan nude,17,0.6137254902,#C98F70,TRUE,17,27
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,tan nude,17,0.4803921569,#A46E51,TRUE,17,28
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,tan nude,17,0.6137254902,#C98F70,TRUE,17,29
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,tan nude,17,0.6941176471,#E9B179,TRUE,17,30
ILIA,Super Serum Skin Tint SPF 40 Foundation,miho,17,0.3862745098,#835142,TRUE,17,33
jane iredale,Beyond Matte Liquid Foundation,NA,M17,0.3607843137,#794D3F,TRUE,17,34
Juice Beauty,PHYTO-PIGMENTS Flawless Serum Foundation,medium tan,17,0.7333333333,#E3B493,TRUE,17,71
Laura Mercier,Smooth Finish Foundation Powder,NA,17,0.5725490196,#C7895D,TRUE,17,41
LORAC,PRO Soft Focus Longwear Foundation,NA,17,0.5176470588,#B68252,TRUE,17,42
PAT McGRATH LABS,Sublime Perfection Foundation,medium,17,0.5901960784,#C79266,TRUE,17,48
SEPHORA COLLECTION,Clean Glowing Skin Foundation,NA,17,0.6450980392,#CFA07A,TRUE,17,50
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,warm natural,17,0.8098039216,#F3C9AA,TRUE,17,68
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F17.5,0.2411764706,#582E23,TRUE,17.5,5
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,oat,17.5,0.7352941176,#D4B4A3,TRUE,17.5,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,NA,17.5N,0.7392156863,#E9BF90,TRUE,17.5,67
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F17.7,0.2901960784,#58403C,TRUE,17.7,5
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,18,0.6745098039,#D3AB85,TRUE,18,55
bareMinerals,BAREPRO Longwear Powder Foundation ,pecan,18,0.6254901961,#DCA363,TRUE,18,13
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,pecan,18,0.6411764706,#DB986C,TRUE,18,14
bareMinerals,BAREPRO Performance Wear Powder Foundation,pecan,18,0.6411764706,#DB986C,TRUE,18,15
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,pecan,18,0.6509803922,#D9A873,TRUE,18,16
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,medium tan,18,0.6137254902,#CEA56B,TRUE,18,26
bareMinerals,Matte Foundation Broad Spectrum SPF 15,medium tan,18,0.5215686275,#B17559,TRUE,18,27
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,medium tan,18,0.6137254902,#CEA56B,TRUE,18,28
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,medium tan,18,0.5215686275,#B17559,TRUE,18,29
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,medium tan,18,0.6843137255,#E0AE7D,TRUE,18,30
Clinique,Beyond Perfecting Foundation + Concealer,cream whip,CN 18,0.7549019608,#E8BD99,NA,18,NA
Clinique,Beyond Perfecting Powder Foundation + Concealer,sand,18,0.6137254902,#C89B71,NA,18,NA
Clinique,Stay Matte Oil-Free Makeup,cream whip,CN 18,0.7549019608,#E8BD99,NA,18,NA
ILIA,Super Serum Skin Tint SPF 40 Foundation,roque,18,0.3490196078,#6E5044,TRUE,18,33
jane iredale,Beyond Matte Liquid Foundation,NA,M18,0.3392156863,#73453A,TRUE,18,34
Laura Mercier,Smooth Finish Foundation Powder,NA,18,0.4745098039,#A96F49,TRUE,18,41
LORAC,PRO Soft Focus Longwear Foundation,NA,18,0.5666666667,#C5895C,TRUE,18,42
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F18,0.3941176471,#914338,TRUE,18,5
Makeup Revolution,Conceal & Glow Foundation,NA,F18,0.2568627451,#533730,TRUE,18,43
Makeup Revolution,Fast Base Stick Foundation,NA,F18,0.2176470588,#4C2E23,TRUE,18,45
Pacifica,Alight Clean Foundation,warm tan,18WT,0.5666666667,#D28F4F,FALSE,18,47
PAT McGRATH LABS,Sublime Perfection Foundation,medium,18,0.5666666667,#B78D6A,TRUE,18,48
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,light cream,18,0.6705882353,#CBA88B,TRUE,18,66
SEPHORA COLLECTION,Matte Perfection Powder Foundation,golden linen,18,0.731372549,#D3B4A2,TRUE,18,62
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,dune,18.5,0.7156862745,#D8B495,TRUE,18.5,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,NA,18.5Y,0.6862745098,#E1B37D,TRUE,18.5,67
bareMinerals,BAREPRO Longwear Powder Foundation ,toffee,19,0.5960784314,#D29F5E,TRUE,19,13
bareMinerals,BAREPRO Performance Wear Powder Foundation,toffee,19,0.6137254902,#D79562,TRUE,19,15
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,toffee,19,0.6450980392,#D2A877,TRUE,19,16
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,tan,19,0.6098039216,#CD956A,TRUE,19,26
bareMinerals,Matte Foundation Broad Spectrum SPF 15,tan,19,0.5215686275,#B0765A,TRUE,19,27
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,tan,19,0.6098039216,#CD956A,TRUE,19,28
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,tan,19,0.5215686275,#B0765A,TRUE,19,29
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,tan,19,0.6333333333,#D6986D,TRUE,19,30
Laura Mercier,Smooth Finish Foundation Powder,NA,19,0.4470588235,#A06A44,TRUE,19,41
LORAC,PRO Soft Focus Longwear Foundation,NA,19,0.5235294118,#C88343,TRUE,19,42
PAT McGRATH LABS,Sublime Perfection Foundation,medium,19,0.5607843137,#C68658,TRUE,19,48
SEPHORA COLLECTION,Clean Glowing Skin Foundation,NA,19,0.6411764706,#CA9B7D,TRUE,19,50
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,warm linen,19,0.8039215686,#EFC6AB,TRUE,19,68
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,pink cream,19.5,0.731372549,#D3AEA2,TRUE,19.5,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,NA,19.5P,0.7254901961,#D7B69B,TRUE,19.5,67
It Cosmetics,Your Skin But Better Foundation + Skincare,light cool,20,0.8078431373,#F4CBA8,TRUE,20,73
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,NA,20,0.7235294118,#DDB894,TRUE,20,74
bareMinerals,BAREPRO Longwear Powder Foundation ,oak,20,0.6784313725,#D2A288,TRUE,20,13
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,oak,20,0.6098039216,#C88E6F,TRUE,20,14
bareMinerals,BAREPRO Performance Wear Powder Foundation,oak,20,0.6098039216,#C88E6F,TRUE,20,15
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,oak,20,0.6941176471,#D5A78D,TRUE,20,16
bareMinerals,bareSkin® Pure Brightening Serum Foundation Broad Spectrum SPF 20,bare mocha,20,0.5137254902,#AF7357,NA,20,NA
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,golden tan,20,0.6647058824,#D1A082,TRUE,20,26
bareMinerals,Matte Foundation Broad Spectrum SPF 15,golden tan,20,0.537254902,#BA8058,TRUE,20,27
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,golden tan,20,0.6647058824,#D1A082,TRUE,20,28
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,golden tan,20,0.537254902,#BA8058,TRUE,20,29
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,golden tan,20,0.6745098039,#DEA97A,TRUE,20,30
Bite Beauty,Changemaker Supercharged Micellar Foundation,NA,L20,0.7921568627,#EBC3A9,TRUE,20,75
Catrice,HD Liquid Coverage Foundation,rose beige,20,0.8078431373,#EACCB2,TRUE,20,59
Catrice,True Skin Hydrating Foundation,warm beige,20,0.5980392157,#C88D69,TRUE,20,60
Clinique,Beyond Perfecting Foundation + Concealer,fair,CN 20,0.7823529412,#F1BF9E,NA,20,NA
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,fair,CN 20,0.7039215686,#E5AE82,NA,20,NA
Clinique,Stay Matte Oil-Free Makeup,fair,CN 20,0.7823529412,#F1BF9E,NA,20,NA
Clinique,Superbalanced Makeup,fair,20,0.968627451,#F9F7F5,NA,20,NA
ColourPop,Pretty Fresh Foundation,fair,20N,0.8784313725,#F0DCD0,TRUE,20,63
Dior,Diorskin Forever Perfect Matte Powder Foundation,light beige,20,0.8333333333,#F6C9B3,TRUE,20,76
Dior,Diorskin Forever Undercover Foundation,light beige,20,0.8411764706,#FDCEB0,TRUE,20,69
Dior,Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50,light beige,20,0.7254901961,#EFAF83,TRUE,20,77
Dior,Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50 Refill,light beige,20,0.8078431373,#F8C5A4,TRUE,20,78
Erborian,BB Cream Tinted Moisturizer Broad Spectrum SPF20,dore medium,SPF20,0.9705882353,#F9F7F6,NA,20,NA
florence by mills,Like a Light Skin Tint,NA,F020,0.7490196078,#F4B68A,TRUE,20,80
Juice Beauty,PHYTO-PIGMENTS Flawless Serum Foundation,golden tan,20,0.7078431373,#E1AC88,TRUE,20,71
Laura Mercier,Smooth Finish Foundation Powder,NA,20,0.4392156863,#9B6345,TRUE,20,41
LORAC,PRO Soft Focus Longwear Foundation,NA,20,0.4529411765,#AD723A,TRUE,20,42
Natasha Denona,Face Glow Foundation,NA,20 LY,0.7882352941,#E7D4AB,TRUE,20,81
Natasha Denona,Foundation X+,light,20Y,0.9,#FFE1CC,TRUE,20,64
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,20Y,0.8882352941,#F9E6CC,TRUE,20,65
Pacifica,Alight Clean Foundation,cool medium,20CM,0.6333333333,#D4A26F,FALSE,20,47
PAT McGRATH LABS,Sublime Perfection Foundation,medium,20,0.5568627451,#C2835A,TRUE,20,48
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,light cream,20,0.6117647059,#CA9D6E,TRUE,20,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,NA,20N,0.7039215686,#E3B384,TRUE,20,67
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,cream,20,0.7941176471,#EBC6AA,TRUE,20,68
SEPHORA COLLECTION,Matte Perfection Powder Foundation,neutral beige,20,0.6901960784,#CCA794,TRUE,20,62
ZOEVA,Authentik Skin Natural Luminous Foundation,amazing,020C,0.8215686275,#EACFB9,TRUE,20,82
It Cosmetics,Your Skin But Better Foundation + Skincare,light neutral,20.5,0.7901960784,#EAC1A9,TRUE,20.5,73
It Cosmetics,Your Skin But Better Foundation + Skincare,light warm,21,0.7803921569,#EDC6A1,TRUE,21,73
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,21,0.668627451,#D8A87D,TRUE,21,55
bareMinerals,BAREPRO Longwear Powder Foundation ,sable,21,0.5705882353,#CF9454,TRUE,21,13
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,sable,21,0.5647058824,#C4885C,TRUE,21,14
bareMinerals,BAREPRO Performance Wear Powder Foundation,sable,21,0.5647058824,#C4885C,TRUE,21,15
