brand,product,name,specific,lightness,hex,lightToDark,numbers,id
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,chestnut,9,0.6254901961,#C5937A,TRUE,9,25
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,light beige,9,0.6980392157,#D1A593,TRUE,9,26
bareMinerals,Matte Foundation Broad Spectrum SPF 15,light beige,9,0.7862745098,#F1C5A0,TRUE,9,27
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,light beige,9,0.6980392157,#D1A593,TRUE,9,28
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,light beige,9,0.7862745098,#F1C5A0,TRUE,9,29
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,light beige,9,0.8078431373,#FCC6A0,TRUE,9,30
Charlotte Tilbury,Light Wonder Foundation,dark,9,0.6745098039,#D5A483,TRUE,9,32
Charlotte Tilbury,Magic Foundation,deep golden amber,9,0.6725490196,#CCA28B,TRUE,9,2
Clinique,Beyond Perfecting Powder Foundation + Concealer,neutral,9,0.6960784314,#DDAB86,NA,9,NA
Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,cinnamon,N09,0.5607843137,#D18A4D,TRUE,9,3
ILIA,Super Serum Skin Tint SPF 40 Foundation,paloma,9,0.7019607843,#DFAB87,TRUE,9,33
jane iredale,Beyond Matte Liquid Foundation,NA,M9,0.6039215686,#D49660,TRUE,9,34
KEVYN AUCOIN,Foundation Balm,medium ef,9,0.6588235294,#D2A37E,TRUE,9,35
KEVYN AUCOIN,Stripped Nude Skin Tint,NA,9,0.5274509804,#B3755A,TRUE,9,36
KEVYN AUCOIN,The Etherealist Foundation,medium ef,9,0.6588235294,#C79D89,TRUE,9,37
Kosas,Tinted Face Oil Foundation,NA,9,0.4117647059,#855E4D,TRUE,9,38
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,milky peach,009N,0.8607843137,#EDDCCA,TRUE,9,40
Laura Mercier,Smooth Finish Foundation Powder,NA,9,0.6431372549,#DB9D6D,TRUE,9,41
LORAC,PRO Soft Focus Longwear Foundation,NA,9,0.6176470588,#D8A563,TRUE,9,42
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F9,0.8490196078,#FED8B3,TRUE,9,5
Makeup Revolution,Fast Base Stick Foundation,NA,F9,0.6843137255,#D8AD85,TRUE,9,45
NUDESTIX,Nudies Tinted Blur Stick,deep,9,0.5235294118,#B26F59,TRUE,9,46
Ofra Cosmetics,Absolute Cover Foundation,NA,9,0.4215686275,#8D6B4A,TRUE,9,12
PAT McGRATH LABS,Sublime Perfection Foundation,light medium,9,0.8137254902,#F1C3AE,TRUE,9,48
SEPHORA COLLECTION,Clean Glowing Skin Foundation,NA,9,0.7588235294,#E3B3A0,TRUE,9,50
SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,sandalwood,9,0.6137254902,#C69073,TRUE,9,51
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,chiffon,9,0.6607843137,#D09B81,TRUE,9,52
surratt beauty,Surreal Skin Foundation Wand,NA,9,0.5117647059,#B17D54,TRUE,9,53
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,9,0.5,#AC7453,TRUE,9,17
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F9.2,0.5,#AE7651,TRUE,9.2,5
bareMinerals,BAREPRO Longwear Powder Foundation ,flax,9.5,0.7588235294,#DEB8A5,TRUE,9.5,13
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,flax,9.5,0.7176470588,#D9AC95,TRUE,9.5,14
bareMinerals,BAREPRO Performance Wear Powder Foundation,flax,9.5,0.7176470588,#D9AC95,TRUE,9.5,15
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,flax,9.5,0.7921568627,#E4C2B0,TRUE,9.5,16
Charlotte Tilbury,Magic Foundation,golden-yellow,9.5,0.6431372549,#C49B84,TRUE,9.5,2
Kosas,Tinted Face Oil Foundation,NA,9.5,0.3705882353,#8C4C31,TRUE,9.5,38
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F9.5,0.537254902,#C48B4E,TRUE,9.5,5
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,NA,P9.5,0.7745098039,#F2C599,TRUE,9.5,10
TOM FORD,Traceless Foundation Stick,warm almond,9.5,0.4941176471,#B16E4B,TRUE,9.5,6
TOM FORD,Traceless Soft Matte Foundation,warm almond,9.5,0.5039215686,#B17750,TRUE,9.5,7
TOM FORD,Traceless Foundation Stick,cool dusk,9.7,0.3529411765,#815633,TRUE,9.7,6
TOM FORD,Traceless Soft Matte Foundation,cool dusk,9.7,0.5039215686,#AB7856,TRUE,9.7,7
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,9.75,0.5039215686,#B27B4F,TRUE,9.75,17
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,NA,Shade 10,0.4705882353,#AC6C44,TRUE,10,18
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,deep warm,Shade 10,0.3588235294,#914D26,TRUE,10,19
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,deep warm,Shade 10,0.4196078431,#946542,TRUE,10,20
It Cosmetics,Your Skin But Better Foundation + Skincare,fair warm,10,0.9019607843,#FAE6D2,TRUE,10,73
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,10,0.7352941176,#DFB398,TRUE,10,55
NUDESTIX,Tinted Cover Foundation,nude,10,0.3392156863,#824E2B,TRUE,10,21
Urban Decay Cosmetics,Hydromaniac Glowy Tinted Hydrator Foundation,NA,10,0.8215686275,#ECCCB7,TRUE,10,74
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,10,0.4823529412,#AE7148,TRUE,10,54
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,10,0.6019607843,#C38B70,TRUE,10,22
bareMinerals,BAREPRO Longwear Powder Foundation ,cool beige,10,0.7450980392,#E7B995,TRUE,10,13
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,cool beige,10,0.6764705882,#D8A381,TRUE,10,14
bareMinerals,BAREPRO Performance Wear Powder Foundation,cool beige,10,0.6764705882,#D8A381,TRUE,10,15
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,cool beige,10,0.7784313725,#E0C4AD,TRUE,10,16
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,sienna,10,0.3568627451,#844D32,TRUE,10,23
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,sienna,10,0.4294117647,#8D644E,TRUE,10,24
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,sienna,10,0.5196078431,#A47465,TRUE,10,25
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,medium,10,0.6529411765,#D0A17D,TRUE,10,26
bareMinerals,Matte Foundation Broad Spectrum SPF 15,medium,10,0.7450980392,#E2AF9A,TRUE,10,27
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,medium,10,0.6529411765,#D0A17D,TRUE,10,28
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,medium,10,0.7450980392,#E2AF9A,TRUE,10,29
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,medium,10,0.7725490196,#F3B997,TRUE,10,30
Bite Beauty,Changemaker Supercharged Micellar Foundation,NA,L10,0.8215686275,#EEC8B5,TRUE,10,75
Bobbi Brown,Skin Weightless Powder Foundation,espresso,10,0.3901960784,#835144,TRUE,10,1
Catrice,HD Liquid Coverage Foundation,light beige,10,0.8725490196,#EDDFD0,TRUE,10,59
Catrice,True Skin Hydrating Foundation,cool cashmere,10,0.6901960784,#DEA682,TRUE,10,60
Charlotte Tilbury,Light Wonder Foundation,dark,10,0.5666666667,#B4856D,TRUE,10,32
Charlotte Tilbury,Magic Foundation,warm amber,10,0.5470588235,#B17966,TRUE,10,2
Clinique,Beyond Perfecting Foundation + Concealer,alabaster,CN 10,0.8137254902,#F1C9AE,NA,10,NA
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,alabaster,CN 10,0.6784313725,#DBA67F,NA,10,NA
Clinique,Stay Matte Oil-Free Makeup,alabaster,CN 10,0.8137254902,#F1C9AE,NA,10,NA
Clinique,Superbalanced Makeup,alabaster,10,0.968627451,#F9F7F5,NA,10,NA
ColourPop,Pretty Fresh Foundation,fair,10N,0.8862745098,#F0DFD4,TRUE,10,63
Dior,Diorskin Forever Perfect Matte Powder Foundation,ivory,10,0.8392156863,#F4C9B8,TRUE,10,76
Dior,Diorskin Forever Undercover Foundation,ivory,10,0.8882352941,#FEDCC7,TRUE,10,69
Dior,Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50,ivory,10,0.7745098039,#F3BA98,TRUE,10,77
Dior,Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50 Refill,ivory,10,0.8450980392,#FBD4B4,TRUE,10,78
Essence,Pretty Natural Hydrating Foundation,cool porcelain,10,0.6803921569,#D5AB86,TRUE,10,79
florence by mills,Like a Light Skin Tint,NA,F010,0.8274509804,#F8CBAE,TRUE,10,80
Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,mocha,N10,0.4450980392,#B26C31,TRUE,10,3
ILIA,Super Serum Skin Tint SPF 40 Foundation,porto ferro,10,0.7823529412,#E3C2AC,TRUE,10,33
jane iredale,Beyond Matte Liquid Foundation,NA,M10,0.6,#D3925F,TRUE,10,34
Josie Maran,Vibrancy Argan Oil Foundation Fluid,supernatural,RG10,0.8058823529,#E4C4B7,TRUE,10,70
Juice Beauty,PHYTO-PIGMENTS Flawless Serum Foundation,naked beige,10,0.6725490196,#D0A787,TRUE,10,71
KEVYN AUCOIN,Foundation Balm,medium ef,10,0.631372549,#CF9A73,TRUE,10,35
KEVYN AUCOIN,Stripped Nude Skin Tint,NA,10,0.5274509804,#B3755A,TRUE,10,36
KEVYN AUCOIN,The Etherealist Foundation,medium ef,10,0.6490196078,#C5A086,TRUE,10,37
Kosas,Tinted Face Oil Foundation,NA,10,0.3215686275,#6D4637,TRUE,10,38
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,cool porcelaine,010C,0.7901960784,#E7BFAC,TRUE,10,40
Laura Mercier,Smooth Finish Foundation Powder,NA,10,0.6294117647,#D99F68,TRUE,10,41
LORAC,PRO Soft Focus Longwear Foundation,NA,10,0.6235294118,#C99E75,TRUE,10,42
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F10,0.6803921569,#E0AC7B,TRUE,10,5
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,NA,P10,0.7019607843,#E2B284,TRUE,10,10
Makeup Revolution,Conceal & Hydrate Foundation,NA,F10,0.6803921569,#D8A883,TRUE,10,44
Natasha Denona,Face Glow Foundation,NA,10 FN,0.7882352941,#E7D4AB,TRUE,10,81
Natasha Denona,Foundation X+,fair,10Y,0.868627451,#EBDFD0,TRUE,10,64
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,10R,0.9137254902,#F9E6D9,TRUE,10,65
NUDESTIX,Nudies Tinted Blur Stick,deep,10,0.4960784314,#9B6862,TRUE,10,46
Ofra Cosmetics,Absolute Cover Foundation,NA,10,0.3156862745,#614C40,TRUE,10,12
PAT McGRATH LABS,Sublime Perfection Foundation,light medium,10,0.8117647059,#F0C9AE,TRUE,10,48
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,light ivory,10,0.6843137255,#DCAA81,TRUE,10,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,NA,10N,0.7647058824,#F2C594,TRUE,10,67
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,ivory,10,0.8019607843,#EBC5AE,TRUE,10,68
SEPHORA COLLECTION,Matte Perfection Powder Foundation,fair pink,10,0.731372549,#D5B0A0,TRUE,10,62
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,tulle,10,0.6392156863,#C69480,TRUE,10,52
surratt beauty,Surreal Skin Foundation Wand,NA,10,0.5843137255,#C49066,TRUE,10,53
TOM FORD,Traceless Foundation Stick,chestnut,10,0.5196078431,#AC6C5D,TRUE,10,6
TOM FORD,Traceless Soft Matte Foundation,chestnut,10,0.5039215686,#A87959,TRUE,10,7
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,10,0.462745098,#A36849,TRUE,10,17
ZOEVA,Authentik Skin Natural Luminous Foundation,aglow,010N,0.9039215686,#F3E6DA,TRUE,10,82
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F10.2,0.5705882353,#BB8D68,TRUE,10.2,5
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,NA,P10.2,0.8333333333,#F6D2B3,TRUE,10.2,10
It Cosmetics,Your Skin But Better Foundation + Skincare,fair neutral,10.5,0.8098039216,#E8CCB5,TRUE,10.5,73
bareMinerals,BAREPRO Longwear Powder Foundation ,linen,10.5,0.7274509804,#D9B09A,TRUE,10.5,13
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,linen,10.5,0.668627451,#D19F84,TRUE,10.5,14
bareMinerals,BAREPRO Performance Wear Powder Foundation,linen,10.5,0.668627451,#D19F84,TRUE,10.5,15
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,linen,10.5,0.7352941176,#DBB29C,TRUE,10.5,16
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,cinnamon,10.5,0.3862745098,#86563F,TRUE,10.5,23
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,cinnamon,10.5,0.4607843137,#9A6A51,TRUE,10.5,24
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,cinnamon,10.5,0.4274509804,#8B624F,TRUE,10.5,25
KEVYN AUCOIN,Foundation Balm,medium ef,10.5,0.61960784310000006,#CF9D6D,TRUE,10.5,35
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F10.5,0.768627451,#F0C698,TRUE,10.5,5
Makeup Revolution,Conceal & Glow Foundation,NA,F10.5,0.6,#D88B5A,TRUE,10.5,43
TOM FORD,Traceless Foundation Stick,mocha,10.5,0.4823529412,#A47252,TRUE,10.5,6
TOM FORD,Traceless Soft Matte Foundation,mocha,10.5,0.531372549,#B0885F,TRUE,10.5,7
TOM FORD,Traceless Foundation Stick,amber,10.7,0.4745098039,#A26C50,TRUE,10.7,6
TOM FORD,Traceless Soft Matte Foundation,amber,10.7,0.5254901961,#AF835D,TRUE,10.7,7
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,NA,Shade 11,0.4392156863,#9D6743,TRUE,11,18
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,dark neutral,Shade 11,0.3,#6E452B,TRUE,11,19
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,dark neutral,Shade 11,0.3960784314,#926738,TRUE,11,20
It Cosmetics,Your Skin But Better Foundation + Skincare,fair neutral,11,0.7921568627,#ECC8A8,TRUE,11,73
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,11,0.4921568627,#AC7C4F,TRUE,11,54
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,11,0.5137254902,#B27754,TRUE,11,22
bareMinerals,BAREPRO Longwear Powder Foundation ,natural,11,0.768627451,#F4C594,TRUE,11,13
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,natural,11,0.7117647059,#E7A984,TRUE,11,14
bareMinerals,BAREPRO Performance Wear Powder Foundation,natural,11,0.7117647059,#E7A984,TRUE,11,15
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,natural,11,0.7549019608,#E7C99A,TRUE,11,16
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,cedar,11,0.3058823529,#71422B,TRUE,11,23
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,cedar,11,0.4529411765,#8E6A59,TRUE,11,24
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,cedar,11,0.4647058824,#9C6351,TRUE,11,25
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,soft medium,11,0.6843137255,#CEA08F,TRUE,11,26
bareMinerals,Matte Foundation Broad Spectrum SPF 15,soft medium,11,0.6901960784,#E1A77F,TRUE,11,27
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,soft medium,11,0.6843137255,#CEA08F,TRUE,11,28
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,soft medium,11,0.6901960784,#E1A77F,TRUE,11,29
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,soft medium,11,0.8,#FCC89C,TRUE,11,30
Benefit Cosmetics,Hello Happy Soft Blur Foundation,dark neutral,Shade 11,0.6098039216,#C9866E,NA,11,NA
Charlotte Tilbury,Magic Foundation,deep bronze,11,0.5450980392,#B08066,TRUE,11,2
Clinique,Beyond Perfecting Powder Foundation + Concealer,honey,11,0.6666666667,#DBA879,NA,11,NA
ILIA,Super Serum Skin Tint SPF 40 Foundation,matira,11,0.631372549,#CD9B75,TRUE,11,33
jane iredale,Beyond Matte Liquid Foundation,NA,M11,0.5941176471,#C98966,TRUE,11,34
Juice Beauty,PHYTO-PIGMENTS Flawless Serum Foundation,rosy beige,11,0.7960784314,#EAC6AC,TRUE,11,71
KEVYN AUCOIN,Foundation Balm,medium ef,11,0.6156862745,#C99471,TRUE,11,35
KEVYN AUCOIN,The Etherealist Foundation,medium ef,11,0.6254901961,#C1977E,TRUE,11,37
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,rosy ivory,11,0.8470588235,#F3CCBD,TRUE,11,39
Laura Mercier,Smooth Finish Foundation Powder,NA,11,0.6215686275,#D49B69,TRUE,11,41
LORAC,PRO Soft Focus Longwear Foundation,NA,11,0.5725490196,#C39061,TRUE,11,42
PAT McGRATH LABS,Sublime Perfection Foundation,light medium,11,0.7764705882,#ECBEA0,TRUE,11,48
SEPHORA COLLECTION,Clean Glowing Skin Foundation,NA,11,0.7039215686,#DCAC8B,TRUE,11,50
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,khaki,11,0.61960784310000006,#C58E77,TRUE,11,52
surratt beauty,Surreal Skin Foundation Wand,NA,11,0.5098039216,#AE7E56,TRUE,11,53
TOM FORD,Traceless Foundation Stick,dusk,11,0.4666666667,#A76347,TRUE,11,6
TOM FORD,Traceless Soft Matte Foundation,dusk,11,0.4823529412,#A07356,TRUE,11,7
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,11,0.4176470588,#995B3C,TRUE,11,17
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F11.2,0.4745098039,#AB7447,TRUE,11.2,5
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,NA,P11.2,0.7843137255,#F3CA9D,TRUE,11.2,10
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,11.5,0.431372549,#9A6642,TRUE,11.5,54
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,mahogany,11.5,0.3078431373,#674036,TRUE,11.5,23
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,mahogany,11.5,0.3529411765,#764E3E,TRUE,11.5,24
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,mahogany,11.5,0.3803921569,#74544E,TRUE,11.5,25
Charlotte Tilbury,Magic Foundation,deep olive,11.5,0.4745098039,#A16B51,TRUE,11.5,2
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,pink ecru,11.5,0.7862745098,#DBBFB6,TRUE,11.5,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,NA,11.5P,0.7921568627,#F2CDA2,TRUE,11.5,67
TOM FORD,Traceless Foundation Stick,warm nutmeg,11.5,0.4098039216,#8F6142,TRUE,11.5,6
TOM FORD,Traceless Soft Matte Foundation,warm nutmeg,11.5,0.4490196078,#98694D,TRUE,11.5,7
TOM FORD,Traceless Foundation Stick,nutmeg,11.7,0.4156862745,#855F4F,TRUE,11.7,6
TOM FORD,Traceless Soft Matte Foundation,nutmeg,11.7,0.4235294118,#8A664E,TRUE,11.7,7
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,11.75,0.4470588235,#A16C43,TRUE,11.75,54
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,11.75,0.5333333333,#B2715E,TRUE,11.75,22
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,NA,Shade 12,0.3666666667,#835138,TRUE,12,18
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,dark warm,Shade 12,0.3803921569,#83503F,TRUE,12,19
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,dark warm,Shade 12,0.3607843137,#7F5739,TRUE,12,20
It Cosmetics,Your Skin But Better Foundation + Skincare,fair warm,12,0.7980392157,#F0CBA7,TRUE,12,73
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,12,0.6921568627,#D6AE8B,TRUE,12,55
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,12,0.4803921569,#AC7149,TRUE,12,54
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,12,0.5019607843,#B07350,TRUE,12,22
bareMinerals,BAREPRO Longwear Powder Foundation ,warm natural,12,0.7568627451,#F0C892,TRUE,12,13
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,warm natural,12,0.6725490196,#DD9F7A,TRUE,12,14
bareMinerals,BAREPRO Performance Wear Powder Foundation,warm natural,12,0.6725490196,#DD9F7A,TRUE,12,15
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,warm natural,12,0.6980392157,#DDAE87,TRUE,12,16
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,medium beige,12,0.6392156863,#CCA67A,TRUE,12,26
bareMinerals,Matte Foundation Broad Spectrum SPF 15,medium beige,12,0.7039215686,#E0AC87,TRUE,12,27
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,medium beige,12,0.6392156863,#CCA67A,TRUE,12,28
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,medium beige,12,0.7039215686,#E0AB87,TRUE,12,29
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,medium beige,12,0.7,#E4AD81,TRUE,12,30
Black Up,Full Coverage Cream Foundation,hc,12,0.4509803922,#935F53,NA,12,NA
Charlotte Tilbury,Magic Foundation,deep espresso,12,0.5235294118,#A57566,TRUE,12,2
Clinique,Beyond Perfecting Foundation + Concealer,meringue,WN 12,0.7254901961,#E5B88D,NA,12,NA
ILIA,Super Serum Skin Tint SPF 40 Foundation,kokkini,12,0.6294117647,#CB9876,TRUE,12,33
jane iredale,Beyond Matte Liquid Foundation,NA,M12,0.5431372549,#C8834D,TRUE,12,34
Juice Beauty,PHYTO-PIGMENTS Flawless Serum Foundation,desert beige,12,0.6862745098,#D6A388,TRUE,12,71
KEVYN AUCOIN,Foundation Balm,deep ef,12,0.5921568627,#C59469,TRUE,12,35
KEVYN AUCOIN,The Etherealist Foundation,deep ef,12,0.6156862745,#C19879,TRUE,12,37
Koh Gen Do,Aqua Foundation,cool,12,0.8470588235,#EDCFC3,TRUE,12,61
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,neutral ivory,12,0.8568627451,#F3D2C2,TRUE,12,39
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,sunny amber,12W,0.5607843137,#AF7D6F,TRUE,12,40
Laura Mercier,Smooth Finish Foundation Powder,NA,12,0.637254902,#D09C75,TRUE,12,41
LORAC,PRO Soft Focus Longwear Foundation,NA,12,0.6254901961,#C79D78,TRUE,12,42
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F12,0.6666666667,#E2A672,TRUE,12,5
PAT McGRATH LABS,Sublime Perfection Foundation,light medium,12,0.7588235294,#EEB395,TRUE,12,48
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,light ecru,12,0.6705882353,#D6AC80,TRUE,12,66
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,NA,12Y,0.7549019608,#EDC894,TRUE,12,67
SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,chestnut,12,0.6254901961,#CF9370,TRUE,12,51
SEPHORA COLLECTION,Matte Perfection Powder Foundation,fair warm,12,0.7137254902,#CEB09E,TRUE,12,62
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,tweed,12,0.5529411765,#B48366,TRUE,12,52
surratt beauty,Surreal Skin Foundation Wand,NA,12,0.4725490196,#A3704E,TRUE,12,53
Tarte,Travel Size Face Tape Foundation,fair neutral,12N,0.8196078431,#EDCDB5,TRUE,12,83
TOM FORD,Traceless Soft Matte Foundation,macassar,12,0.4137254902,#89624A,TRUE,12,7
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,12,0.3254901961,#754631,TRUE,12,17
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F12.2,0.4509803922,#A26B44,TRUE,12.2,5
TOM FORD,Traceless Foundation Stick,walnut,12.5,0.3529411765,#705144,TRUE,12.5,6
TOM FORD,Traceless Soft Matte Foundation,walnut,12.5,0.3882352941,#845A42,TRUE,12.5,7
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F12.7,0.4254901961,#916548,TRUE,12.7,5
Armani Beauty,Luminous Silk Foundation Customizable Set,NA,13,0.437254902,#9C6B43,TRUE,13,54
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,13,0.4960784314,#A1755C,TRUE,13,22
bareMinerals,BAREPRO Longwear Powder Foundation ,golden nude,13,0.7901960784,#F3CDA0,TRUE,13,13
bareMinerals,BAREPRO Performance Wear Powder Foundation,golden nude,13,0.7098039216,#EBAB7F,TRUE,13,15
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,golden nude,13,0.7490196078,#E3C69B,TRUE,13,16
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,golden beige,13,0.6588235294,#CCA184,TRUE,13,26
bareMinerals,Matte Foundation Broad Spectrum SPF 15,golden beige,13,0.6745098039,#E1A477,TRUE,13,27
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,golden beige,13,0.6588235294,#CCA184,TRUE,13,28
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,golden beige,13,0.6745098039,#E1A477,TRUE,13,29
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,golden beige,13,0.7529411765,#F3C38D,TRUE,13,30
ILIA,Super Serum Skin Tint SPF 40 Foundation,kamari,13,0.6784313725,#DE9E7C,TRUE,13,33
jane iredale,Beyond Matte Liquid Foundation,NA,M13,0.531372549,#BE7C51,TRUE,13,34
KEVYN AUCOIN,Foundation Balm,deep ef,13,0.5921568627,#C68F68,TRUE,13,35
KEVYN AUCOIN,The Etherealist Foundation,deep ef,13,0.5235294118,#AF815C,TRUE,13,37
